"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1"
2017,2,0.938,0.886,0.944,0.646,0.7,1.084,0.864,0.883,1.021,0.875,0.857,0.98,0.306,0.228,0.744,0.87,0.864,1.008,0.889,0.826,1.077,0.341,0.443,0.771,93785,65000,1.443,0.745,0.583,1.278,0.692,0.64,1.081,0.925,0.797,1.161,0.411,0.522,0.787,0.217,0.414,0.523,0.373,0.064,5.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,4,0.937,0.965,1.03,0.537,0.654,1.219,0.829,0.849,1.025,0.82,0.82,1.001,0.275,0.29,1.056,0.919,0.717,1.282,0.916,0.69,1.327,0.459,0.399,1.15,77086,50400,1.529,0.716,0.531,1.348,0.562,0.637,0.883,0.9,0.766,1.175,0.438,0.505,0.868,0.244,0.426,0.573,0.317,0.069,4.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,5,0.972,0.965,0.992,0.546,0.593,1.087,0.815,0.866,1.062,0.843,0.795,0.943,0.233,0.177,0.762,0.919,0.745,1.234,0.854,0.722,1.183,0.454,0.43,1.058,59949,43000,1.394,0.754,0.498,1.512,0.56,0.593,0.944,0.88,0.733,1.2,0.335,0.468,0.715,0.218,0.452,0.483,0.447,0.08,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,6,0.945,0.948,1.003,0.549,0.665,1.211,0.853,0.869,1.019,0.819,0.8,0.976,0.306,0.303,0.987,0.879,0.718,1.225,0.914,0.738,1.239,0.44,0.414,1.062,92500,70000,1.321,0.668,0.498,1.342,0.587,0.62,0.948,0.904,0.835,1.083,0.457,0.471,0.971,0.193,0.448,0.432,0.35,0.082,4.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,8,0.982,0.987,1.006,0.606,0.738,1.218,0.908,0.922,1.015,0.89,0.9,1.01,0.405,0.371,0.917,0.937,0.862,1.087,0.931,0.8,1.163,0.344,0.317,1.085,89706,69000,1.3,0.743,0.534,1.39,0.661,0.7,0.944,0.934,0.871,1.072,0.482,0.594,0.812,0.172,0.345,0.498,0.346,0.061,5.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,9,0.96,0.958,0.999,0.64,0.701,1.095,0.9,0.903,1.004,0.867,0.856,0.987,0.38,0.371,0.976,0.877,0.759,1.156,0.909,0.748,1.215,0.347,0.379,0.917,101006,66617,1.516,0.781,0.445,1.756,0.675,0.657,1.028,0.933,0.837,1.115,0.489,0.48,1.018,0.203,0.443,0.458,0.309,0.077,3.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,10,0.944,0.939,0.995,0.593,0.654,1.103,0.869,0.9,1.036,0.875,0.829,0.947,0.275,0.244,0.889,0.945,0.832,1.136,0.899,0.767,1.172,0.427,0.383,1.114,79693,55000,1.449,0.785,0.549,1.43,0.602,0.658,0.915,0.919,0.826,1.113,0.408,0.471,0.867,0.205,0.459,0.447,0.387,0.071,5.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,11,0.932,0.941,1.011,0.653,0.719,1.101,0.811,0.865,1.066,0.908,0.904,0.996,0.552,0.579,1.049,0.917,0.591,1.552,0.987,0.853,1.157,0.195,0.464,0.421,154500,52000,2.971,0.537,0.39,1.378,0.822,0.593,1.385,0.939,0.775,1.211,0.654,0.664,0.986,0.229,0.309,0.741,0.117,0.027,4.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,0.953,0.96,1.007,0.55,0.645,1.173,0.854,0.888,1.039,0.869,0.856,0.985,0.291,0.276,0.947,0.91,0.742,1.226,0.909,0.798,1.139,0.454,0.395,1.15,70100,53000,1.323,0.742,0.524,1.416,0.567,0.635,0.893,0.911,0.82,1.111,0.436,0.473,0.922,0.214,0.46,0.465,0.35,0.067,5.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,13,0.949,0.942,0.993,0.574,0.689,1.199,0.833,0.861,1.034,0.846,0.83,0.981,0.291,0.303,1.042,0.868,0.757,1.146,0.892,0.775,1.152,0.391,0.416,0.94,80100,50000,1.602,0.789,0.5,1.578,0.624,0.634,0.984,0.906,0.781,1.16,0.432,0.491,0.881,0.204,0.417,0.489,0.364,0.092,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,15,0.973,0.97,0.997,0.587,0.682,1.161,0.9,0.915,1.018,0.887,0.897,1.011,0.326,0.288,0.885,0.899,0.858,1.047,0.962,0.874,1.101,0.371,0.377,0.983,87000,90200,0.965,0.52,0.597,0.872,0.615,0.637,0.965,0.925,0.903,1.024,0.391,0.474,0.824,0.256,0.453,0.564,0.354,0.073,4.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,16,0.967,0.945,0.978,0.554,0.655,1.183,0.884,0.893,1.01,0.867,0.841,0.97,0.257,0.259,1.01,0.945,0.887,1.066,0.885,0.693,1.277,0.434,0.361,1.202,67176,52286,1.285,0.728,0.517,1.407,0.59,0.675,0.875,0.9,0.836,1.077,0.42,0.437,0.961,0.187,0.456,0.41,0.393,0.107,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,17,0.947,0.951,1.005,0.592,0.68,1.148,0.863,0.896,1.038,0.874,0.864,0.989,0.343,0.321,0.938,0.926,0.757,1.223,0.921,0.778,1.184,0.383,0.422,0.909,89100,60514,1.472,0.759,0.524,1.449,0.644,0.619,1.04,0.923,0.81,1.139,0.447,0.498,0.897,0.202,0.404,0.501,0.351,0.098,3.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,18,0.969,0.95,0.981,0.574,0.694,1.209,0.862,0.902,1.047,0.847,0.839,0.991,0.293,0.234,0.796,0.927,0.786,1.178,0.857,0.776,1.105,0.393,0.4,0.983,76797,48053,1.598,0.77,0.547,1.407,0.628,0.645,0.974,0.903,0.79,1.143,0.367,0.516,0.711,0.205,0.402,0.511,0.428,0.082,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,19,0.97,0.94,0.97,0.635,0.734,1.156,0.893,0.912,1.02,0.905,0.874,0.966,0.306,0.266,0.869,0.927,0.932,0.994,0.91,0.739,1.231,0.343,0.377,0.91,75200,54003,1.393,0.77,0.526,1.462,0.68,0.711,0.956,0.916,0.817,1.122,0.389,0.505,0.772,0.178,0.416,0.426,0.433,0.079,5.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,20,0.959,0.96,1.001,0.604,0.708,1.173,0.889,0.887,0.998,0.855,0.858,1.004,0.316,0.27,0.854,0.964,0.854,1.129,0.9,0.713,1.262,0.363,0.396,0.917,75000,54071,1.387,0.752,0.517,1.454,0.658,0.645,1.02,0.922,0.793,1.162,0.386,0.482,0.8,0.192,0.435,0.442,0.422,0.082,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,21,0.964,0.928,0.962,0.545,0.662,1.215,0.828,0.868,1.049,0.843,0.797,0.945,0.229,0.205,0.898,0.879,0.75,1.171,0.835,0.736,1.134,0.434,0.404,1.073,60513,43000,1.407,0.747,0.385,1.94,0.595,0.64,0.929,0.866,0.751,1.154,0.36,0.458,0.787,0.196,0.446,0.44,0.443,0.096,4.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,22,0.946,0.925,0.978,0.516,0.637,1.234,0.776,0.823,1.06,0.81,0.786,0.971,0.226,0.211,0.936,0.851,0.675,1.26,0.842,0.731,1.153,0.45,0.479,0.939,68430,37216,1.839,0.776,0.557,1.393,0.575,0.568,1.013,0.858,0.714,1.201,0.375,0.469,0.8,0.187,0.481,0.39,0.438,0.051,8.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,23,0.958,0.968,1.01,0.578,0.677,1.17,0.856,0.891,1.041,0.89,0.87,0.978,0.286,0.284,0.993,0.906,0.827,1.096,0.89,0.757,1.175,0.392,0.461,0.85,67025,46361,1.446,0.777,0.469,1.659,0.626,0.633,0.989,0.889,0.695,1.278,0.406,0.541,0.751,0.19,0.384,0.496,0.403,0.075,5.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,24,0.955,0.946,0.99,0.63,0.712,1.129,0.919,0.939,1.022,0.878,0.868,0.989,0.375,0.378,1.008,0.932,0.815,1.144,0.909,0.83,1.095,0.358,0.368,0.973,109876,71800,1.53,0.787,0.558,1.41,0.666,0.672,0.992,0.967,0.886,1.091,0.478,0.545,0.877,0.231,0.42,0.549,0.291,0.035,8.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,25,0.967,0.942,0.974,0.611,0.708,1.157,0.886,0.923,1.042,0.893,0.878,0.983,0.422,0.41,0.97,0.948,0.809,1.172,0.915,0.803,1.139,0.354,0.422,0.839,106059,64555,1.643,0.754,0.407,1.854,0.667,0.632,1.054,0.939,0.816,1.152,0.525,0.556,0.943,0.196,0.39,0.502,0.28,0.054,5.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,26,0.953,0.952,0.999,0.558,0.658,1.178,0.876,0.904,1.032,0.881,0.876,0.995,0.313,0.265,0.849,0.942,0.774,1.217,0.895,0.822,1.09,0.408,0.466,0.876,75354,51259,1.47,0.827,0.515,1.606,0.615,0.578,1.066,0.919,0.798,1.152,0.399,0.524,0.761,0.197,0.378,0.522,0.404,0.098,4.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,27,0.964,0.953,0.988,0.646,0.736,1.14,0.896,0.931,1.038,0.873,0.852,0.976,0.325,0.289,0.889,0.977,0.736,1.328,0.898,0.698,1.286,0.345,0.308,1.121,86950,65500,1.327,0.836,0.442,1.89,0.68,0.734,0.926,0.935,0.825,1.134,0.453,0.511,0.887,0.191,0.416,0.459,0.356,0.074,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,28,0.951,0.951,1,0.504,0.609,1.208,0.773,0.806,1.043,0.846,0.804,0.951,0.208,0.17,0.817,0.926,0.749,1.237,0.865,0.768,1.126,0.461,0.485,0.951,67261,30602,2.198,0.82,0.582,1.41,0.558,0.547,1.021,0.892,0.647,1.378,0.311,0.449,0.694,0.193,0.466,0.413,0.496,0.085,5.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,29,0.973,0.96,0.987,0.581,0.662,1.14,0.839,0.904,1.077,0.85,0.838,0.986,0.295,0.241,0.816,0.876,0.812,1.079,0.857,0.792,1.082,0.405,0.387,1.048,64800,60004,1.08,0.743,0.484,1.535,0.612,0.647,0.945,0.883,0.822,1.074,0.406,0.446,0.909,0.18,0.459,0.392,0.414,0.094,4.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,30,0.969,0.947,0.977,0.567,0.666,1.175,0.875,0.89,1.018,0.898,0.896,0.998,0.303,0.293,0.968,0.913,0.791,1.155,0.908,0.781,1.163,0.405,0.446,0.908,67696,55000,1.231,0.707,0.517,1.366,0.617,0.612,1.007,0.892,0.803,1.111,0.42,0.497,0.847,0.211,0.435,0.485,0.369,0.069,5.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,31,0.983,0.975,0.991,0.615,0.743,1.208,0.898,0.911,1.014,0.859,0.873,1.016,0.298,0.308,1.035,0.903,0.827,1.092,0.904,0.696,1.299,0.334,0.344,0.971,81153,50548,1.605,0.748,0.456,1.642,0.677,0.678,0.999,0.931,0.809,1.152,0.391,0.463,0.844,0.17,0.423,0.401,0.439,0.114,3.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,32,0.97,0.945,0.975,0.52,0.651,1.252,0.889,0.908,1.022,0.855,0.851,0.996,0.204,0.214,1.05,0.932,0.903,1.033,0.9,0.794,1.133,0.478,0.389,1.229,71694,62500,1.147,0.653,0.446,1.464,0.535,0.647,0.828,0.926,0.869,1.066,0.359,0.429,0.836,0.303,0.511,0.594,0.338,0.06,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,33,0.975,0.966,0.991,0.629,0.727,1.156,0.926,0.947,1.023,0.9,0.886,0.985,0.342,0.36,1.053,0.932,0.906,1.028,0.903,0.757,1.193,0.342,0.354,0.966,94605,66603,1.42,0.786,0.505,1.556,0.677,0.669,1.012,0.937,0.931,1.006,0.457,0.54,0.848,0.177,0.39,0.454,0.365,0.07,5.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,34,0.953,0.967,1.014,0.562,0.681,1.212,0.89,0.924,1.038,0.89,0.881,0.989,0.377,0.366,0.972,0.914,0.775,1.179,0.926,0.826,1.12,0.41,0.397,1.033,100150,69640,1.438,0.797,0.469,1.699,0.611,0.631,0.967,0.94,0.859,1.094,0.509,0.54,0.943,0.208,0.395,0.526,0.284,0.065,4.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,0.933,0.905,0.97,0.522,0.63,1.207,0.809,0.835,1.032,0.823,0.809,0.984,0.258,0.215,0.831,0.945,0.856,1.105,0.921,0.745,1.237,0.453,0.482,0.94,68933,46035,1.497,0.721,0.647,1.114,0.581,0.569,1.021,0.894,0.78,1.146,0.397,0.496,0.801,0.23,0.457,0.503,0.373,0.047,7.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,36,0.965,0.948,0.982,0.546,0.653,1.195,0.871,0.892,1.025,0.849,0.845,0.995,0.351,0.339,0.968,0.917,0.78,1.176,0.907,0.762,1.19,0.422,0.438,0.963,84687,61000,1.388,0.704,0.373,1.886,0.597,0.597,1,0.921,0.829,1.111,0.456,0.518,0.88,0.253,0.436,0.58,0.29,0.045,6.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,37,0.96,0.944,0.983,0.552,0.654,1.183,0.853,0.877,1.029,0.85,0.834,0.981,0.304,0.278,0.915,0.901,0.789,1.142,0.882,0.77,1.145,0.423,0.43,0.984,75278,50016,1.505,0.781,0.539,1.449,0.597,0.607,0.983,0.896,0.814,1.1,0.416,0.496,0.839,0.178,0.409,0.436,0.406,0.095,4.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,38,0.987,0.964,0.976,0.666,0.754,1.133,0.876,0.902,1.029,0.894,0.877,0.982,0.304,0.268,0.881,0.897,0.783,1.145,0.907,0.734,1.236,0.29,0.41,0.707,80030,44341,1.805,0.743,0.333,2.229,0.723,0.626,1.154,0.928,0.678,1.369,0.357,0.467,0.764,0.151,0.461,0.328,0.492,0.072,6.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,39,0.95,0.944,0.994,0.578,0.683,1.181,0.847,0.878,1.037,0.889,0.859,0.967,0.264,0.261,0.986,0.898,0.766,1.173,0.89,0.813,1.095,0.396,0.437,0.907,74105,47509,1.56,0.741,0.466,1.59,0.634,0.606,1.047,0.899,0.732,1.229,0.415,0.496,0.837,0.202,0.417,0.484,0.383,0.087,4.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,40,0.948,0.963,1.016,0.538,0.656,1.22,0.843,0.865,1.027,0.855,0.812,0.949,0.284,0.252,0.888,0.944,0.779,1.213,0.888,0.718,1.236,0.43,0.423,1.018,70024,46359,1.51,0.745,0.546,1.364,0.588,0.615,0.956,0.909,0.756,1.202,0.397,0.502,0.789,0.187,0.429,0.436,0.416,0.069,6.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,41,0.962,0.946,0.983,0.572,0.679,1.186,0.869,0.895,1.029,0.868,0.863,0.994,0.326,0.298,0.916,0.901,0.78,1.154,0.912,0.701,1.302,0.413,0.372,1.112,75277,52006,1.447,0.674,0.447,1.507,0.609,0.682,0.892,0.905,0.814,1.113,0.419,0.505,0.829,0.203,0.426,0.476,0.378,0.069,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,42,0.963,0.938,0.974,0.581,0.675,1.161,0.874,0.904,1.035,0.878,0.862,0.982,0.306,0.268,0.878,0.914,0.829,1.102,0.889,0.799,1.113,0.388,0.466,0.833,79452,54660,1.454,0.789,0.55,1.434,0.638,0.581,1.098,0.917,0.796,1.152,0.405,0.518,0.782,0.203,0.417,0.486,0.392,0.065,6.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,44,0.98,0.945,0.964,0.568,0.683,1.203,0.883,0.89,1.008,0.841,0.851,1.012,0.355,0.351,0.987,0.958,0.886,1.081,0.889,0.717,1.24,0.397,0.403,0.985,86400,51450,1.679,0.752,0.319,2.357,0.621,0.632,0.982,0.935,0.764,1.223,0.462,0.497,0.929,0.225,0.418,0.537,0.313,0.085,3.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,45,0.957,0.971,1.015,0.531,0.625,1.176,0.839,0.881,1.051,0.843,0.833,0.988,0.287,0.295,1.028,0.922,0.746,1.236,0.881,0.751,1.172,0.445,0.443,1.003,71586,48000,1.491,0.822,0.617,1.331,0.573,0.58,0.987,0.914,0.756,1.209,0.425,0.508,0.836,0.204,0.406,0.502,0.371,0.086,4.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,46,0.959,0.964,1.005,0.599,0.707,1.181,0.835,0.875,1.048,0.86,0.858,0.998,0.268,0.238,0.886,0.875,0.789,1.108,0.895,0.662,1.353,0.355,0.452,0.785,74048,43933,1.685,0.778,0.365,2.129,0.656,0.636,1.032,0.9,0.654,1.377,0.332,0.464,0.716,0.14,0.435,0.323,0.527,0.101,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,47,0.961,0.956,0.995,0.562,0.648,1.152,0.834,0.869,1.042,0.872,0.838,0.96,0.27,0.268,0.992,0.901,0.746,1.208,0.871,0.809,1.076,0.427,0.397,1.074,66503,47944,1.387,0.751,0.482,1.558,0.591,0.641,0.922,0.888,0.751,1.183,0.421,0.461,0.913,0.172,0.451,0.383,0.407,0.088,4.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,48,0.954,0.952,0.998,0.554,0.711,1.283,0.848,0.877,1.034,0.811,0.793,0.978,0.274,0.262,0.956,0.926,0.797,1.162,0.905,0.715,1.265,0.404,0.393,1.03,86122,56310,1.529,0.738,0.57,1.296,0.618,0.641,0.964,0.925,0.814,1.136,0.415,0.49,0.848,0.183,0.447,0.409,0.402,0.063,6.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,0.964,0.951,0.986,0.58,0.784,1.35,0.909,0.919,1.011,0.853,0.861,1.009,0.273,0.298,1.091,0.944,0.849,1.112,0.879,0.764,1.151,0.352,0.323,1.088,86702,65169,1.33,0.801,0.592,1.353,0.672,0.725,0.927,0.928,0.862,1.076,0.438,0.516,0.849,0.19,0.4,0.475,0.371,0.084,4.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,50,0.956,0.961,1.006,0.647,0.684,1.058,0.895,0.912,1.019,0.886,0.882,0.994,0.358,0.318,0.888,0.941,0.832,1.132,0.888,0.814,1.091,0.358,0.412,0.87,73763,75854,0.972,0.733,0.671,1.092,0.669,0.6,1.115,0.906,0.865,1.048,0.441,0.559,0.789,0.213,0.347,0.616,0.345,0.094,3.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,51,0.966,0.958,0.991,0.597,0.693,1.161,0.872,0.902,1.034,0.864,0.844,0.976,0.367,0.371,1.011,0.919,0.777,1.182,0.89,0.791,1.125,0.387,0.364,1.063,90030,69029,1.304,0.766,0.542,1.413,0.627,0.669,0.937,0.913,0.844,1.082,0.505,0.559,0.902,0.179,0.395,0.454,0.316,0.046,6.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,53,0.953,0.951,0.997,0.559,0.668,1.195,0.875,0.906,1.036,0.869,0.833,0.959,0.334,0.315,0.944,0.909,0.807,1.126,0.883,0.781,1.131,0.432,0.377,1.146,84752,70307,1.205,0.723,0.517,1.398,0.593,0.656,0.903,0.916,0.841,1.089,0.446,0.499,0.893,0.188,0.42,0.448,0.366,0.081,4.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
